Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1579388400.0 25211.17 69 362 767 0 NA 129 541 955 0 NA 3265 3626 3741 1745 NA 1840 2530 3153 2077 NA
1579388400.0 25212.17 70 372 774 0 NA 131 573 923 0 NA 4535 3745 3953 1726 NA 2726 2615 3247 1950 NA
1579388400.0 25213.0 94 252 809 0 NA 162 411 994 0 NA 4334 2543 3469 573 NA 2683 1347 2578 617 NA
1579388400.0 25213.17 71 370 764 0 NA 132 555 911 0 NA 4782 3866 3888 1746 NA 2654 2818 3195 2094 NA
1579388400.0 25214.0 NA 249 816 0 NA NA 403 1001 0 NA NA 2520 3608 583 NA NA 1302 3231 622 NA
1579388400.0 25406.0 405 0 136 NA NA 587 0 209 NA NA 1555 245 580 NA NA 1781 360 793 NA NA
1579388400.0 25406.17 504 0 138 NA NA 650 0 214 NA NA 2519 274 606 NA NA 1790 371 959 NA NA
1579388400.0 4.17 NA 37 410 0 155 NA 75 516 0 256 NA 266 2708 499 1231 NA 251 1935 566 1280
1579388400.0 4.22 NA 192 65 61 0 NA 276 115 120 0 NA 965 302 324 214 NA 1002 313 287 279
1579388400.0 4.23 NA 64 416 0 NA NA 111 515 0 NA NA 379 2664 663 NA NA 564 2290 726 NA
